"","ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
"371",1,1068.017,9.282,0,39,1,38,111,"CFP","Airpore Old 1"
"372",2,1068.017,9.224,0,43,1,38,111,"CFP","Airpore Young 1"
"373",3,1068.017,9.186,0,43,1,38,111,"CFP","Airpore Young 2"
"374",4,1068.017,9.536,0,53,1,38,111,"CFP","Airpore old 2"
"375",5,2248.08,6.171,0,32,1,38,111,"CFP","Background"
"376",1,1068.017,42.484,7,99,2,38,111,"RFP","Airpore Old 1"
"377",2,1068.017,44.475,11,114,2,38,111,"RFP","Airpore Young 1"
"378",3,1068.017,45.29,7,149,2,38,111,"RFP","Airpore Young 2"
"379",4,1068.017,44.604,7,190,2,38,111,"RFP","Airpore old 2"
"380",5,2248.08,41.47,0,140,2,38,111,"RFP","Background"
"381",1,1068.017,9.266,0,47,1,39,114,"CFP","Airpore Old 1"
"382",2,1068.017,9.102,0,40,1,39,114,"CFP","Airpore Young 1"
"383",3,1068.017,9.027,0,39,1,39,114,"CFP","Airpore Young 2"
"384",4,1068.017,9.56,0,51,1,39,114,"CFP","Airpore old 2"
"385",5,2248.08,6.107,0,37,1,39,114,"CFP","Background"
"386",1,1068.017,41.899,7,109,2,39,114,"RFP","Airpore Old 1"
"387",2,1068.017,44.568,3,103,2,39,114,"RFP","Airpore Young 1"
"388",3,1068.017,45.263,7,118,2,39,114,"RFP","Airpore Young 2"
"389",4,1068.017,45.179,7,145,2,39,114,"RFP","Airpore old 2"
"390",5,2248.08,41.699,3,148,2,39,114,"RFP","Background"
"391",1,1068.017,9.42,0,51,1,40,117,"CFP","Airpore Old 1"
"392",2,1068.017,9.386,0,55,1,40,117,"CFP","Airpore Young 1"
"393",3,1068.017,9.054,0,46,1,40,117,"CFP","Airpore Young 2"
"394",4,1068.017,9.201,0,35,1,40,117,"CFP","Airpore old 2"
"395",5,2248.08,6.212,0,39,1,40,117,"CFP","Background"
"396",1,1068.017,42.275,11,98,2,40,117,"RFP","Airpore Old 1"
"397",2,1068.017,45.058,11,116,2,40,117,"RFP","Airpore Young 1"
"398",3,1068.017,45.4,7,109,2,40,117,"RFP","Airpore Young 2"
"399",4,1068.017,44.243,7,155,2,40,117,"RFP","Airpore old 2"
"400",5,2248.08,41.752,3,153,2,40,117,"RFP","Background"
"401",1,1068.017,9.184,0,40,1,41,120,"CFP","Airpore Old 1"
"402",2,1068.017,9.138,0,46,1,41,120,"CFP","Airpore Young 1"
"403",3,1068.017,9.391,0,43,1,41,120,"CFP","Airpore Young 2"
"404",4,1068.017,9.359,0,50,1,41,120,"CFP","Airpore old 2"
"405",5,2248.08,6.185,0,39,1,41,120,"CFP","Background"
"406",1,1068.017,42.34,7,111,2,41,120,"RFP","Airpore Old 1"
"407",2,1068.017,44.871,7,124,2,41,120,"RFP","Airpore Young 1"
"408",3,1068.017,44.663,7,99,2,41,120,"RFP","Airpore Young 2"
"409",4,1068.017,44.887,7,190,2,41,120,"RFP","Airpore old 2"
"410",5,2248.08,41.37,3,134,2,41,120,"RFP","Background"
"411",1,1068.017,9.243,0,40,1,42,123,"CFP","Airpore Old 1"
"412",2,1068.017,9.174,0,38,1,42,123,"CFP","Airpore Young 1"
"413",3,1068.017,8.862,0,42,1,42,123,"CFP","Airpore Young 2"
"414",4,1068.017,9.205,0,55,1,42,123,"CFP","Airpore old 2"
"415",5,2248.08,5.996,0,46,1,42,123,"CFP","Background"
"416",1,1068.017,41.63,7,104,2,42,123,"RFP","Airpore Old 1"
"417",2,1068.017,44.875,11,125,2,42,123,"RFP","Airpore Young 1"
"418",3,1068.017,44.625,11,108,2,42,123,"RFP","Airpore Young 2"
"419",4,1068.017,44.632,3,149,2,42,123,"RFP","Airpore old 2"
"420",5,2248.08,41.628,3,115,2,42,123,"RFP","Background"
"421",1,1068.017,9.093,0,38,1,43,126,"CFP","Airpore Old 1"
"422",2,1068.017,9.189,0,43,1,43,126,"CFP","Airpore Young 1"
"423",3,1068.017,9.308,0,46,1,43,126,"CFP","Airpore Young 2"
"424",4,1068.017,9.267,0,38,1,43,126,"CFP","Airpore old 2"
"425",5,2248.08,6.006,0,35,1,43,126,"CFP","Background"
"426",1,1068.017,42.035,7,111,2,43,126,"RFP","Airpore Old 1"
"427",2,1068.017,44.498,3,111,2,43,126,"RFP","Airpore Young 1"
"428",3,1068.017,44.563,11,136,2,43,126,"RFP","Airpore Young 2"
"429",4,1068.017,44.569,3,155,2,43,126,"RFP","Airpore old 2"
"430",5,2248.08,41.391,3,118,2,43,126,"RFP","Background"
"431",1,1068.017,9.183,0,39,1,44,129,"CFP","Airpore Old 1"
"432",2,1068.017,9.106,0,35,1,44,129,"CFP","Airpore Young 1"
"433",3,1068.017,8.941,0,43,1,44,129,"CFP","Airpore Young 2"
"434",4,1068.017,9.44,0,39,1,44,129,"CFP","Airpore old 2"
"435",5,2248.08,5.979,0,40,1,44,129,"CFP","Background"
"436",1,1068.017,41.86,3,119,2,44,129,"RFP","Airpore Old 1"
"437",2,1068.017,44.571,11,109,2,44,129,"RFP","Airpore Young 1"
"438",3,1068.017,44.471,7,107,2,44,129,"RFP","Airpore Young 2"
"439",4,1068.017,44.756,7,153,2,44,129,"RFP","Airpore old 2"
"440",5,2248.08,41.184,3,123,2,44,129,"RFP","Background"
"441",1,1068.017,9.055,0,46,1,45,132,"CFP","Airpore Old 1"
"442",2,1068.017,9.124,0,39,1,45,132,"CFP","Airpore Young 1"
"443",3,1068.017,8.923,0,42,1,45,132,"CFP","Airpore Young 2"
"444",4,1068.017,9.365,0,43,1,45,132,"CFP","Airpore old 2"
"445",5,2248.08,5.996,0,39,1,45,132,"CFP","Background"
"446",1,1068.017,41.758,7,112,2,45,132,"RFP","Airpore Old 1"
"447",2,1068.017,44.554,11,110,2,45,132,"RFP","Airpore Young 1"
"448",3,1068.017,44.611,7,116,2,45,132,"RFP","Airpore Young 2"
"449",4,1068.017,44.518,7,155,2,45,132,"RFP","Airpore old 2"
"450",5,2248.08,41.437,3,127,2,45,132,"RFP","Background"
"451",1,1068.017,9.113,0,43,1,46,135,"CFP","Airpore Old 1"
"452",2,1068.017,9.522,0,51,1,46,135,"CFP","Airpore Young 1"
"453",3,1068.017,9.173,0,40,1,46,135,"CFP","Airpore Young 2"
"454",4,1068.017,9.291,0,46,1,46,135,"CFP","Airpore old 2"
"455",5,2248.08,6.071,0,31,1,46,135,"CFP","Background"
"456",1,1068.017,41.319,3,102,2,46,135,"RFP","Airpore Old 1"
"457",2,1068.017,44.089,11,130,2,46,135,"RFP","Airpore Young 1"
"458",3,1068.017,44.305,7,143,2,46,135,"RFP","Airpore Young 2"
"459",4,1068.017,44.82,8,152,2,46,135,"RFP","Airpore old 2"
"460",5,2248.08,41.846,3,130,2,46,135,"RFP","Background"
"461",1,1068.017,9.072,0,46,1,47,138,"CFP","Airpore Old 1"
"462",2,1068.017,9.53,0,51,1,47,138,"CFP","Airpore Young 1"
"463",3,1068.017,9.133,0,42,1,47,138,"CFP","Airpore Young 2"
"464",4,1068.017,9.091,0,38,1,47,138,"CFP","Airpore old 2"
"465",5,2248.08,6.092,0,32,1,47,138,"CFP","Background"
"466",1,1068.017,41.225,3,153,2,47,138,"RFP","Airpore Old 1"
"467",2,1068.017,44.238,8,111,2,47,138,"RFP","Airpore Young 1"
"468",3,1068.017,43.992,7,108,2,47,138,"RFP","Airpore Young 2"
"469",4,1068.017,44.416,3,162,2,47,138,"RFP","Airpore old 2"
"470",5,2248.08,41.172,3,115,2,47,138,"RFP","Background"
"471",1,1068.017,9.035,0,39,1,48,141,"CFP","Airpore Old 1"
"472",2,1068.017,9.247,0,43,1,48,141,"CFP","Airpore Young 1"
"473",3,1068.017,9.679,0,46,1,48,141,"CFP","Airpore Young 2"
"474",4,1068.017,9.096,0,42,1,48,141,"CFP","Airpore old 2"
"475",5,2248.08,6.191,0,35,1,48,141,"CFP","Background"
"476",1,1068.017,40.923,7,103,2,48,141,"RFP","Airpore Old 1"
"477",2,1068.017,44.427,7,111,2,48,141,"RFP","Airpore Young 1"
"478",3,1068.017,44.454,8,133,2,48,141,"RFP","Airpore Young 2"
"479",4,1068.017,44.689,7,156,2,48,141,"RFP","Airpore old 2"
"480",5,2248.08,41.475,3,119,2,48,141,"RFP","Background"
"481",1,1068.017,8.98,0,48,1,49,144,"CFP","Airpore Old 1"
"482",2,1068.017,9.184,0,39,1,49,144,"CFP","Airpore Young 1"
"483",3,1068.017,10.123,0,46,1,49,144,"CFP","Airpore Young 2"
"484",4,1068.017,8.995,0,51,1,49,144,"CFP","Airpore old 2"
"485",5,2248.08,6.068,0,35,1,49,144,"CFP","Background"
"486",1,1068.017,41.354,7,115,2,49,144,"RFP","Airpore Old 1"
"487",2,1068.017,44.003,11,166,2,49,144,"RFP","Airpore Young 1"
"488",3,1068.017,44.349,8,100,2,49,144,"RFP","Airpore Young 2"
"489",4,1068.017,44.728,7,174,2,49,144,"RFP","Airpore old 2"
"490",5,2248.08,41.426,3,127,2,49,144,"RFP","Background"
"491",1,1068.017,9.013,0,43,1,50,147,"CFP","Airpore Old 1"
"492",2,1068.017,9.147,0,43,1,50,147,"CFP","Airpore Young 1"
"493",3,1068.017,9.677,0,47,1,50,147,"CFP","Airpore Young 2"
"494",4,1068.017,9.197,0,40,1,50,147,"CFP","Airpore old 2"
"495",5,2248.08,6.092,0,31,1,50,147,"CFP","Background"
"496",1,1068.017,41.504,7,135,2,50,147,"RFP","Airpore Old 1"
"497",2,1068.017,44.073,7,127,2,50,147,"RFP","Airpore Young 1"
"498",3,1068.017,44.229,3,115,2,50,147,"RFP","Airpore Young 2"
"499",4,1068.017,44.434,7,145,2,50,147,"RFP","Airpore old 2"
"500",5,2248.08,41.605,7,137,2,50,147,"RFP","Background"
"501",1,1068.017,8.953,0,43,1,51,150,"CFP","Airpore Old 1"
"502",2,1068.017,9.276,0,40,1,51,150,"CFP","Airpore Young 1"
"503",3,1068.017,9.624,0,43,1,51,150,"CFP","Airpore Young 2"
"504",4,1068.017,9.194,0,57,1,51,150,"CFP","Airpore old 2"
"505",5,2248.08,6.141,0,32,1,51,150,"CFP","Background"
"506",1,1068.017,41.823,7,173,2,51,150,"RFP","Airpore Old 1"
"507",2,1068.017,44.581,7,135,2,51,150,"RFP","Airpore Young 1"
"508",3,1068.017,44.208,7,116,2,51,150,"RFP","Airpore Young 2"
"509",4,1068.017,44.12,3,139,2,51,150,"RFP","Airpore old 2"
"510",5,2248.08,41.617,0,148,2,51,150,"RFP","Background"
"511",1,1068.017,8.977,0,35,1,52,153,"CFP","Airpore Old 1"
"512",2,1068.017,9.261,0,43,1,52,153,"CFP","Airpore Young 1"
"513",3,1068.017,9.414,0,50,1,52,153,"CFP","Airpore Young 2"
"514",4,1068.017,9.217,0,46,1,52,153,"CFP","Airpore old 2"
"515",5,2248.08,6.091,0,31,1,52,153,"CFP","Background"
"516",1,1068.017,41.712,3,104,2,52,153,"RFP","Airpore Old 1"
"517",2,1068.017,44.564,12,111,2,52,153,"RFP","Airpore Young 1"
"518",3,1068.017,43.685,7,108,2,52,153,"RFP","Airpore Young 2"
"519",4,1068.017,44.161,7,172,2,52,153,"RFP","Airpore old 2"
"520",5,2248.08,41.727,0,160,2,52,153,"RFP","Background"
"521",1,1068.017,8.883,0,44,1,53,156,"CFP","Airpore Old 1"
"522",2,1068.017,9.246,0,46,1,53,156,"CFP","Airpore Young 1"
"523",3,1068.017,9.368,0,47,1,53,156,"CFP","Airpore Young 2"
"524",4,1068.017,9,0,42,1,53,156,"CFP","Airpore old 2"
"525",5,2248.08,6.088,0,35,1,53,156,"CFP","Background"
"526",1,1068.017,41.452,7,100,2,53,156,"RFP","Airpore Old 1"
"527",2,1068.017,44.069,11,115,2,53,156,"RFP","Airpore Young 1"
"528",3,1068.017,44.445,8,119,2,53,156,"RFP","Airpore Young 2"
"529",4,1068.017,44.948,7,153,2,53,156,"RFP","Airpore old 2"
"530",5,2248.08,42.064,0,255,2,53,156,"RFP","Background"
"531",1,1068.017,8.986,0,47,1,54,159,"CFP","Airpore Old 1"
"532",2,1068.017,9.247,0,39,1,54,159,"CFP","Airpore Young 1"
"533",3,1068.017,9.398,0,40,1,54,159,"CFP","Airpore Young 2"
"534",4,1068.017,9.178,0,43,1,54,159,"CFP","Airpore old 2"
"535",5,2248.08,6.144,0,43,1,54,159,"CFP","Background"
"536",1,1068.017,41.287,7,96,2,54,159,"RFP","Airpore Old 1"
"537",2,1068.017,43.85,7,109,2,54,159,"RFP","Airpore Young 1"
"538",3,1068.017,44.142,7,135,2,54,159,"RFP","Airpore Young 2"
"539",4,1068.017,44.56,7,151,2,54,159,"RFP","Airpore old 2"
"540",5,2248.08,41.474,3,122,2,54,159,"RFP","Background"
"541",1,1068.017,8.948,0,46,1,55,162,"CFP","Airpore Old 1"
"542",2,1068.017,9.296,0,46,1,55,162,"CFP","Airpore Young 1"
"543",3,1068.017,9.001,0,35,1,55,162,"CFP","Airpore Young 2"
"544",4,1068.017,9.142,0,42,1,55,162,"CFP","Airpore old 2"
"545",5,2248.08,6.165,0,66,1,55,162,"CFP","Background"
"546",1,1068.017,41.262,7,122,2,55,162,"RFP","Airpore Old 1"
"547",2,1068.017,44.112,7,110,2,55,162,"RFP","Airpore Young 1"
"548",3,1068.017,44.068,7,101,2,55,162,"RFP","Airpore Young 2"
"549",4,1068.017,43.886,8,144,2,55,162,"RFP","Airpore old 2"
"550",5,2248.08,41.701,3,224,2,55,162,"RFP","Background"
"551",1,1068.017,9.145,0,43,1,56,165,"CFP","Airpore Old 1"
"552",2,1068.017,9.381,0,47,1,56,165,"CFP","Airpore Young 1"
"553",3,1068.017,8.693,0,35,1,56,165,"CFP","Airpore Young 2"
"554",4,1068.017,9.214,0,46,1,56,165,"CFP","Airpore old 2"
"555",5,2248.08,6.065,0,31,1,56,165,"CFP","Background"
"556",1,1068.017,41.109,7,98,2,56,165,"RFP","Airpore Old 1"
"557",2,1068.017,44.185,11,118,2,56,165,"RFP","Airpore Young 1"
"558",3,1068.017,43.64,7,104,2,56,165,"RFP","Airpore Young 2"
"559",4,1068.017,44.519,7,255,2,56,165,"RFP","Airpore old 2"
"560",5,2248.08,41.522,0,153,2,56,165,"RFP","Background"
"561",1,1068.017,9.442,0,43,1,57,168,"CFP","Airpore Old 1"
"562",2,1068.017,9.202,0,43,1,57,168,"CFP","Airpore Young 1"
"563",3,1068.017,8.86,0,43,1,57,168,"CFP","Airpore Young 2"
"564",4,1068.017,9.193,0,50,1,57,168,"CFP","Airpore old 2"
"565",5,2248.08,6.198,0,35,1,57,168,"CFP","Background"
"566",1,1068.017,40.928,8,120,2,57,168,"RFP","Airpore Old 1"
"567",2,1068.017,44.212,7,255,2,57,168,"RFP","Airpore Young 1"
"568",3,1068.017,43.725,7,103,2,57,168,"RFP","Airpore Young 2"
"569",4,1068.017,44.73,11,165,2,57,168,"RFP","Airpore old 2"
"570",5,2248.08,41.497,3,143,2,57,168,"RFP","Background"
"571",1,1068.017,9.077,0,47,1,58,171,"CFP","Airpore Old 1"
"572",2,1068.017,9.089,0,45,1,58,171,"CFP","Airpore Young 1"
"573",3,1068.017,8.662,0,43,1,58,171,"CFP","Airpore Young 2"
"574",4,1068.017,9.749,0,52,1,58,171,"CFP","Airpore old 2"
"575",5,2248.08,6.161,0,62,1,58,171,"CFP","Background"
"576",1,1068.017,41.399,7,107,2,58,171,"RFP","Airpore Old 1"
"577",2,1068.017,43.891,7,121,2,58,171,"RFP","Airpore Young 1"
"578",3,1068.017,43.83,7,113,2,58,171,"RFP","Airpore Young 2"
"579",4,1068.017,44.112,3,134,2,58,171,"RFP","Airpore old 2"
"580",5,2248.08,41.31,3,117,2,58,171,"RFP","Background"
"581",1,1068.017,9.013,0,39,1,59,174,"CFP","Airpore Old 1"
"582",2,1068.017,9.124,0,39,1,59,174,"CFP","Airpore Young 1"
"583",3,1068.017,8.858,0,36,1,59,174,"CFP","Airpore Young 2"
"584",4,1068.017,9.952,0,75,1,59,174,"CFP","Airpore old 2"
"585",5,2248.08,6.168,0,39,1,59,174,"CFP","Background"
"586",1,1068.017,41.071,3,108,2,59,174,"RFP","Airpore Old 1"
"587",2,1068.017,44.482,7,115,2,59,174,"RFP","Airpore Young 1"
"588",3,1068.017,44.366,7,120,2,59,174,"RFP","Airpore Young 2"
"589",4,1068.017,44.365,8,171,2,59,174,"RFP","Airpore old 2"
"590",5,2248.08,41.411,3,115,2,59,174,"RFP","Background"
"591",1,1068.017,8.9,0,52,1,60,177,"CFP","Airpore Old 1"
"592",2,1068.017,8.996,0,44,1,60,177,"CFP","Airpore Young 1"
"593",3,1068.017,9.009,0,35,1,60,177,"CFP","Airpore Young 2"
"594",4,1068.017,9.85,0,55,1,60,177,"CFP","Airpore old 2"
"595",5,2248.08,6.164,0,46,1,60,177,"CFP","Background"
"596",1,1068.017,40.541,7,104,2,60,177,"RFP","Airpore Old 1"
"597",2,1068.017,44.206,11,111,2,60,177,"RFP","Airpore Young 1"
"598",3,1068.017,43.221,3,124,2,60,177,"RFP","Airpore Young 2"
"599",4,1068.017,44.45,7,155,2,60,177,"RFP","Airpore old 2"
"600",5,2248.08,41.317,3,123,2,60,177,"RFP","Background"
"601",1,1068.017,8.811,0,39,1,61,180,"CFP","Airpore Old 1"
"602",2,1068.017,9.012,0,43,1,61,180,"CFP","Airpore Young 1"
"603",3,1068.017,8.795,0,51,1,61,180,"CFP","Airpore Young 2"
"604",4,1068.017,9.576,0,47,1,61,180,"CFP","Airpore old 2"
"605",5,2248.08,6.096,0,39,1,61,180,"CFP","Background"
"606",1,1068.017,40.898,8,103,2,61,180,"RFP","Airpore Old 1"
"607",2,1068.017,43.824,11,123,2,61,180,"RFP","Airpore Young 1"
"608",3,1068.017,43.341,7,164,2,61,180,"RFP","Airpore Young 2"
"609",4,1068.017,44.382,7,147,2,61,180,"RFP","Airpore old 2"
"610",5,2248.08,41.407,3,131,2,61,180,"RFP","Background"
"611",1,1068.017,8.841,0,43,1,62,183,"CFP","Airpore Old 1"
"612",2,1068.017,9.156,0,38,1,62,183,"CFP","Airpore Young 1"
"613",3,1068.017,8.862,0,39,1,62,183,"CFP","Airpore Young 2"
"614",4,1068.017,9.368,0,51,1,62,183,"CFP","Airpore old 2"
"615",5,2248.08,6.197,0,31,1,62,183,"CFP","Background"
"616",1,1068.017,41.658,7,115,2,62,183,"RFP","Airpore Old 1"
"617",2,1068.017,43.778,11,178,2,62,183,"RFP","Airpore Young 1"
"618",3,1068.017,43.917,7,121,2,62,183,"RFP","Airpore Young 2"
"619",4,1068.017,43.902,3,150,2,62,183,"RFP","Airpore old 2"
"620",5,2248.08,40.966,3,127,2,62,183,"RFP","Background"
"621",1,1068.017,8.981,0,43,1,63,186,"CFP","Airpore Old 1"
"622",2,1068.017,9.149,0,43,1,63,186,"CFP","Airpore Young 1"
"623",3,1068.017,8.699,0,50,1,63,186,"CFP","Airpore Young 2"
"624",4,1068.017,9.389,0,46,1,63,186,"CFP","Airpore old 2"
"625",5,2248.08,6.139,0,37,1,63,186,"CFP","Background"
"626",1,1068.017,40.989,7,117,2,63,186,"RFP","Airpore Old 1"
"627",2,1068.017,43.653,7,108,2,63,186,"RFP","Airpore Young 1"
"628",3,1068.017,43.113,7,103,2,63,186,"RFP","Airpore Young 2"
"629",4,1068.017,43.645,7,141,2,63,186,"RFP","Airpore old 2"
"630",5,2248.08,41.15,3,157,2,63,186,"RFP","Background"
"631",1,1068.017,8.765,0,43,1,64,189,"CFP","Airpore Old 1"
"632",2,1068.017,9.844,0,58,1,64,189,"CFP","Airpore Young 1"
"633",3,1068.017,9,0,43,1,64,189,"CFP","Airpore Young 2"
"634",4,1068.017,9.538,0,44,1,64,189,"CFP","Airpore old 2"
"635",5,2248.08,6.036,0,35,1,64,189,"CFP","Background"
"636",1,1068.017,40.783,7,112,2,64,189,"RFP","Airpore Old 1"
"637",2,1068.017,43.536,7,115,2,64,189,"RFP","Airpore Young 1"
"638",3,1068.017,43.408,3,104,2,64,189,"RFP","Airpore Young 2"
"639",4,1068.017,43.555,7,153,2,64,189,"RFP","Airpore old 2"
"640",5,2248.08,41.089,3,114,2,64,189,"RFP","Background"
"641",1,1068.017,9.17,0,64,1,65,192,"CFP","Airpore Old 1"
"642",2,1068.017,9.966,0,55,1,65,192,"CFP","Airpore Young 1"
"643",3,1068.017,8.913,0,51,1,65,192,"CFP","Airpore Young 2"
"644",4,1068.017,9.256,0,46,1,65,192,"CFP","Airpore old 2"
"645",5,2248.08,5.998,0,37,1,65,192,"CFP","Background"
"646",1,1068.017,41.023,3,103,2,65,192,"RFP","Airpore Old 1"
"647",2,1068.017,43.923,0,107,2,65,192,"RFP","Airpore Young 1"
"648",3,1068.017,43.268,7,111,2,65,192,"RFP","Airpore Young 2"
"649",4,1068.017,43.704,8,163,2,65,192,"RFP","Airpore old 2"
"650",5,2248.08,41.285,3,193,2,65,192,"RFP","Background"
"651",1,1068.017,9.308,0,62,1,66,195,"CFP","Airpore Old 1"
"652",2,1068.017,9.894,0,54,1,66,195,"CFP","Airpore Young 1"
"653",3,1068.017,8.987,0,47,1,66,195,"CFP","Airpore Young 2"
"654",4,1068.017,9.242,0,46,1,66,195,"CFP","Airpore old 2"
"655",5,2248.08,6.1,0,39,1,66,195,"CFP","Background"
"656",1,1068.017,41.019,7,99,2,66,195,"RFP","Airpore Old 1"
"657",2,1068.017,44.169,7,114,2,66,195,"RFP","Airpore Young 1"
"658",3,1068.017,43.24,3,107,2,66,195,"RFP","Airpore Young 2"
"659",4,1068.017,43.927,3,137,2,66,195,"RFP","Airpore old 2"
"660",5,2248.08,41.22,3,128,2,66,195,"RFP","Background"
"661",1,1068.017,9.181,0,47,1,67,198,"CFP","Airpore Old 1"
"662",2,1068.017,9.552,0,56,1,67,198,"CFP","Airpore Young 1"
"663",3,1068.017,8.998,0,42,1,67,198,"CFP","Airpore Young 2"
"664",4,1068.017,9.068,0,43,1,67,198,"CFP","Airpore old 2"
"665",5,2248.08,6.111,0,34,1,67,198,"CFP","Background"
"666",1,1068.017,40.946,7,131,2,67,198,"RFP","Airpore Old 1"
"667",2,1068.017,43.372,7,112,2,67,198,"RFP","Airpore Young 1"
"668",3,1068.017,43.481,7,172,2,67,198,"RFP","Airpore Young 2"
"669",4,1068.017,43.501,7,158,2,67,198,"RFP","Airpore old 2"
"670",5,2248.08,41.351,3,127,2,67,198,"RFP","Background"
"671",1,1068.017,9.117,0,55,1,68,201,"CFP","Airpore Old 1"
"672",2,1068.017,9.283,0,51,1,68,201,"CFP","Airpore Young 1"
"673",3,1068.017,9.161,0,43,1,68,201,"CFP","Airpore Young 2"
"674",4,1068.017,9.158,0,54,1,68,201,"CFP","Airpore old 2"
"675",5,2248.08,5.994,0,35,1,68,201,"CFP","Background"
"676",1,1068.017,41.413,7,100,2,68,201,"RFP","Airpore Old 1"
"677",2,1068.017,43.781,7,118,2,68,201,"RFP","Airpore Young 1"
"678",3,1068.017,43.265,11,104,2,68,201,"RFP","Airpore Young 2"
"679",4,1068.017,43.701,7,127,2,68,201,"RFP","Airpore old 2"
"680",5,2248.08,41.295,3,115,2,68,201,"RFP","Background"
"681",1,1068.017,8.967,0,39,1,69,204,"CFP","Airpore Old 1"
"682",2,1068.017,8.876,0,35,1,69,204,"CFP","Airpore Young 1"
"683",3,1068.017,9.343,0,47,1,69,204,"CFP","Airpore Young 2"
"684",4,1068.017,9.291,0,39,1,69,204,"CFP","Airpore old 2"
"685",5,2248.08,6.034,0,38,1,69,204,"CFP","Background"
"686",1,1068.017,40.679,7,160,2,69,204,"RFP","Airpore Old 1"
"687",2,1068.017,43.57,7,153,2,69,204,"RFP","Airpore Young 1"
"688",3,1068.017,43.755,3,102,2,69,204,"RFP","Airpore Young 2"
"689",4,1068.017,43.844,7,131,2,69,204,"RFP","Airpore old 2"
"690",5,2248.08,41.251,3,131,2,69,204,"RFP","Background"
"691",1,1068.017,8.831,0,51,1,70,207,"CFP","Airpore Old 1"
"692",2,1068.017,8.924,0,41,1,70,207,"CFP","Airpore Young 1"
"693",3,1068.017,9.087,0,65,1,70,207,"CFP","Airpore Young 2"
"694",4,1068.017,9.058,0,70,1,70,207,"CFP","Airpore old 2"
"695",5,2248.08,6.1,0,35,1,70,207,"CFP","Background"
"696",1,1068.017,40.729,7,141,2,70,207,"RFP","Airpore Old 1"
"697",2,1068.017,43.583,7,119,2,70,207,"RFP","Airpore Young 1"
"698",3,1068.017,43.616,3,107,2,70,207,"RFP","Airpore Young 2"
"699",4,1068.017,44.01,7,156,2,70,207,"RFP","Airpore old 2"
"700",5,2248.08,41.257,3,193,2,70,207,"RFP","Background"
"701",1,1068.017,8.868,0,44,1,71,210,"CFP","Airpore Old 1"
"702",2,1068.017,9.007,0,43,1,71,210,"CFP","Airpore Young 1"
"703",3,1068.017,8.846,0,46,1,71,210,"CFP","Airpore Young 2"
"704",4,1068.017,9.403,0,40,1,71,210,"CFP","Airpore old 2"
"705",5,2248.08,6.163,0,44,1,71,210,"CFP","Background"
"706",1,1068.017,40.673,7,101,2,71,210,"RFP","Airpore Old 1"
"707",2,1068.017,43.149,8,111,2,71,210,"RFP","Airpore Young 1"
"708",3,1068.017,43.654,7,122,2,71,210,"RFP","Airpore Young 2"
"709",4,1068.017,43.792,7,178,2,71,210,"RFP","Airpore old 2"
"710",5,2248.08,41.066,0,174,2,71,210,"RFP","Background"
"711",1,1068.017,9.19,0,46,1,72,213,"CFP","Airpore Old 1"
"712",2,1068.017,8.86,0,46,1,72,213,"CFP","Airpore Young 1"
"713",3,1068.017,9.13,0,47,1,72,213,"CFP","Airpore Young 2"
"714",4,1068.017,10.344,0,58,1,72,213,"CFP","Airpore old 2"
"715",5,2248.08,6.118,0,36,1,72,213,"CFP","Background"
"716",1,1068.017,40.936,11,99,2,72,213,"RFP","Airpore Old 1"
"717",2,1068.017,43.318,7,142,2,72,213,"RFP","Airpore Young 1"
"718",3,1068.017,43.535,3,107,2,72,213,"RFP","Airpore Young 2"
"719",4,1068.017,43.602,3,153,2,72,213,"RFP","Airpore old 2"
"720",5,2248.08,41.054,0,118,2,72,213,"RFP","Background"
"721",1,1068.017,9.175,0,39,1,73,216,"CFP","Airpore Old 1"
"722",2,1068.017,8.979,0,47,1,73,216,"CFP","Airpore Young 1"
"723",3,1068.017,9.016,0,46,1,73,216,"CFP","Airpore Young 2"
"724",4,1068.017,10.274,0,71,1,73,216,"CFP","Airpore old 2"
"725",5,2248.08,6.103,0,47,1,73,216,"CFP","Background"
"726",1,1068.017,41.022,7,104,2,73,216,"RFP","Airpore Old 1"
"727",2,1068.017,43.618,7,146,2,73,216,"RFP","Airpore Young 1"
"728",3,1068.017,43.377,7,111,2,73,216,"RFP","Airpore Young 2"
"729",4,1068.017,43.816,7,123,2,73,216,"RFP","Airpore old 2"
"730",5,2248.08,41.152,3,128,2,73,216,"RFP","Background"
"731",1,1068.017,9.18,0,52,1,74,219,"CFP","Airpore Old 1"
"732",2,1068.017,8.895,0,43,1,74,219,"CFP","Airpore Young 1"
"733",3,1068.017,8.983,0,40,1,74,219,"CFP","Airpore Young 2"
"734",4,1068.017,10.187,0,55,1,74,219,"CFP","Airpore old 2"
"735",5,2248.08,6.169,0,35,1,74,219,"CFP","Background"
"736",1,1068.017,40.746,7,124,2,74,219,"RFP","Airpore Old 1"
"737",2,1068.017,43.435,7,115,2,74,219,"RFP","Airpore Young 1"
"738",3,1068.017,43.218,8,115,2,74,219,"RFP","Airpore Young 2"
"739",4,1068.017,43.896,3,174,2,74,219,"RFP","Airpore old 2"
"740",5,2248.08,41.27,3,119,2,74,219,"RFP","Background"
"741",1,1068.017,9.936,0,59,1,75,222,"CFP","Airpore Old 1"
